preparations,reps
"tissue frozen (skin voucher inYPCC-6830 US National Museum of Natural History, Smithsonian;)",1
tissue frozen (specimen voucher at State Darwin Museum),1
"skin, round (Exchanged to DMNH in 1974)",1
skeleton; tail; tissue frozen; wing,1
skeleton; syrinx; tissue frozen; wing,1
"skin, round (tissue not taken)",1
egg (deposited in Suriname National Zoological Collection),1
"skin, round (Exchanged to h USNM in1963.)",1
"skin, round (exchanged to USNM Dec 1963)",1
"skin, round (exchanged to DMNH in 1972 (now DMNH 17446))",1
BONE; FURCULA; INCOMPLETE,1
Bone; vertebra; synsacral; incomplete,1
Bone;humerus; incomplete; left; cast,1
Skull partial; beak,1
Bone; femur; distal part; left,1
BONE; TARSOMETATARSUS; RIGHT,1
BONE; TARSOMETATARSUS; INCOMPLETE;,1
BONE; SCAPULA; PROXIMAL PART; INCOMPLETE; LEFT,1
BONE; CARPOMETACARPUS; PROXIMAL PART; INCOMPLETE; LEFT,1
MANDIBLE; INCOMPLETE; LEFT,1
BONE; TARSOMETATARSUS; INCOMPLETE; SHAFT; LEFT,1
MANDIBLE PARTIAL; RAMUS; RIGHT,1
BONE; TARSOMETATARSUS; SHAFT; INCOMPLETE; RIGHT,1
BONE; TIBIOTARSUS; RIGHT; COMPLETE; JUVENILE,1
Bone; scapula; proximal part; right,1
Bone; pes; phalanx; complete,1
Bone; humerus; complete; left; cast,1
"Bone, coracoid; complete; right",1
Right carpometacarpus,1
tibiotarsus - distal end,1
pelvic fragment,1
fragments?,1
SKEL+STUDY | TWO TUBES; MUSCLE ONLY,1
ALC | TWO TUBES; MUSCLE ONLY,1
"SKEL | TWO TUBES: PECTORAL, MUSCLE ONLY",1
SKEL+HEAD+WING | TWO TUBES: PECTORAL ONLY,1
"STUDY+SKEL+W | TWO TUBES (MUSCLE, KIDNEY ONLY)",1
"STUDY | PECTORAL, LIVER, HEART",1
eggs | schmoo | skeleton | wing,1
"CERVICAL; FEMUR FRAG, UNIDENTIFIED",1
UPPER PART OF L CORACOID,1
"L HUMERUS, R HUMERUS",1
"CORACOIDEUM (PARTIAL), EXTERMITAS OMALIS (CRANIAL, NONSTERNAL END), INCLUDING ACROCORACOIDEUM",1
"Skin (Feet only) (Feet only), Toe pad sample, Toe pad sample (Feet only)",1
skin; rare Spirit specimen,1
"Skeleton (Complete skeleton), Skin (Flat skin) (Complete skeleton), Skin (Flat skin) (Complete skeleton)",1
"Skeleton, Skeletal elements, Skeletal elements, Skin, Skeletal elements, Skin",1
"Skeleton (Partial skeleton) (Partial skeleton), Tissue, Skin (Partial skeleton), Tissue, Skin",1
Skin (Body in formalin) (Body in formalin),1
"Tissue, Heart, liver, muscle, Skin (Flat skin), Skin (Flat skin), Heart, liver, muscle, Skeleton, Skeleton, Heart, liver, muscle",1
"Skin, Skeleton (Partial skeleton), Tissue",1
"Tibio-tarsus (left, incomplete)",1
Limbs + pectoral girdle + vertebrae + fragments,1
Photograph (print + negative),1
Casts of skeleton (part),1
Jaw (upper + lower) + skeleton (incomplete),1
Skulls with jaws + misc. postcranial elements,1
Skull (poor) with jaw + skeleton (incomplete),1
Sternum + scapulae,1
Palatine + sterna (3 fragments),1
Femur + humerus + ulna + tibia + fibula + tarso-metatarsus + ribs (left),1
Vingar,1
Skeleton: Partial; Alcoholic: Partial; Skin: Whole,1
Skin: Whole; Skeleton: Partial; Alcoholic: Partial; Skin: Partial,1
Skin: Partial; Skeleton: Partial; Skin: Partial,1
SKELETON PARTIAL; PES; WING; COMPLETE; LEFT; RIGHT,1
SKULL; INCOMPLETE,1
SKELETON; COMPLETE; JUCENILE; &,1
"skull; liver (frozen); heart (frozen); heart (frozen); skeleton, postcranial; liver (frozen)",1
"skin, flat; skeleton, postcranial; skin, flat sample",1
"wing; skeleton, postcranial; skeleton, postcranial sample",1
skin; skin sample; tissue (frozen); stomach content (95% ethanol),1
"wing, spread (dry); head; skeleton, postcranial; heart, liver, muscle (frozen)",1
"skin; heart, liver, muscle (frozen); skeleton; blood (slide smear); heart, liver, muscle (frozen) sample; heart, liver, muscle (frozen) sample",1
"skull; skeleton, postcranial; liver (frozen); liver (frozen) sample; liver (frozen) sample",1
"skin; skull; liver (frozen); skeleton, postcranial",1
"whole organism; spleen (frozen); heart, kidney (frozen); liver (frozen); lung (frozen); liver (frozen) sample",1
"skin; stomach content (70% ethanol); heart, liver, muscle (frozen); skeleton",1
"skull; tissue (frozen); heart, kidney (frozen); skeleton, postcranial; liver (frozen)",1
"blood (frozen); heart, liver, muscle (frozen); tissue (RNAlater); heart, liver, muscle (frozen) sample",1
"skin; muscle (RNAlater); heart, liver, muscle (frozen); blood (slide smear); blood (frozen); muscle (RNAlater) sample",1
"tissue (RNAlater); heart, liver, muscle (frozen); tissue (RNAlater) sample",1
"skin; muscle (RNAlater); heart, liver, muscle (frozen); lung (frozen); blood (flash-frozen); lung (frozen) sample",1
"muscle (RNAlater); heart, liver, muscle (frozen); muscle (RNAlater) sample; heart, liver, muscle (frozen) sample",1
"skin; muscle (RNAlater); heart, liver, muscle (frozen); muscle (RNAlater)",1
"skin; blood (slide smear); liver, muscle (frozen); blood (frozen); heart; lung (frozen); skeleton, partial; tissue (RNAlater)",1
"blood (flash-frozen); muscle (RNAlater); lung (frozen); blood (slide smear); heart, liver, muscle (frozen); lung (frozen) sample; heart, liver, muscle (frozen) sample",1
"skin; skeleton, partial; heart, liver, muscle (frozen); blood (slide smear); tissue (RNAlater); blood (frozen); DNA (frozen)",1
"skin; heart, liver, muscle (frozen); brain (frozen); blood (flash-frozen); eye (frozen); skeleton, partial; muscle (RNAlater)",1
"skin; heart, liver, muscle (frozen); blood (frozen); tissue (RNAlater); DNA (frozen); blood (slide smear)",1
"skin; blood (slide smear); heart, liver, muscle (frozen); muscle (RNAlater); eye (frozen); heart, liver, muscle (frozen) sample",1
"skin; liver, muscle (frozen); skeleton, partial; blood (slide smear); blood (flash-frozen); muscle (RNAlater); heart; lung (frozen); lung (frozen) sample",1
"skeleton, partial; heart, liver, muscle (frozen); muscle (RNAlater); eye (frozen); heart, liver, muscle (frozen) sample",1
"skin; liver, muscle (frozen); tissue (RNAlater); lung (frozen); heart; skeleton, partial; blood (frozen); lung (frozen) sample; liver, muscle (frozen) sample",1
"skin; ectoparasite (frozen); muscle (RNAlater); skeleton, partial; heart, liver, muscle (frozen); heart, liver, muscle (frozen) sample",1
tissue (frozen); tissue (frozen) sample; blood (slide smear); skeleton,1
skin; tissue (frozen); blood (slide smear); ectoparasite (95% ethanol); stomach (95% ethanol); skeleton,1
skin; stomach content (ethanol); blood (slide smear); skeleton; blood (slide smear); stomach content (ethanol) sample,1
"skeleton; heart, liver, muscle (frozen); stomach content (95% ethanol); wing",1
"skin; skeleton, partial; heart, muscle (frozen)",1
"skin; tissue (frozen); tissue (frozen) sample; stomach (ethanol); skeleton, postcranial",1
"skin; tissue (frozen); heart, kidney (frozen); blood (slide smear); ectoparasite (frozen); stomach (95% ethanol); skeleton; heart, kidney (frozen) sample",1
skin; tissue (frozen); eye (frozen); stomach (95% ethanol); unknown (frozen),1
"skin; blood (slide smear); heart, liver, muscle (frozen); heart, liver, muscle (frozen) sample; heart, liver, muscle (frozen) sample",1
"liver (frozen); wing, spread (dry)",1
"heart, liver, muscle (frozen); wing",1
skin; stomach (95% ethanol); skeleton; DNA (frozen),1
"skin; skin; wing, spread (dry); heart, liver, muscle (frozen); skeleton",1
"skeleton; heart, liver, muscle (frozen); wing, spread (dry); skin, study",1
carcass; carcass sample,1
"liver (frozen); nematode (ethanol); whole organism (70% ethanol); heart, kidney, lung, spleen (frozen)",1
"skeleton, partial; kidney (frozen); wing (dry); feather; muscle (frozen)",1
"tissue (frozen); stomach (70% ethanol); skin, study; syrinx (70% ethanol); tongue (70% ethanol)",1
"tissue (frozen); skin, study; muscle (frozen)",1
"tissue (frozen); endoparasite (ethanol); skin, study",1
"wing, spread (dry); skeleton; muscle (frozen); heart, kidney (frozen); liver (frozen)",1
"heart (frozen); liver (frozen); skeleton, postcranial; endoparasite (ethanol); skin, study; muscle (frozen)",1
skeleton; muscle (frozen); heart (frozen); wing (dry); kidney (frozen); wing (dry); liver (frozen),1
liver (frozen); heart (frozen); skeleton; muscle (frozen); feather; ectoparasite (frozen),1
heart (frozen); skeleton; feather; muscle (frozen); endoparasite (95% ethanol),1
"liver (frozen); liver (frozen); skeleton; heart (frozen); heart, kidney (frozen)",1
"muscle (frozen); liver (frozen); skin, study; heart, kidney (frozen); skeleton, partial",1
"skin, study; liver (frozen); endoparasite (ethanol); muscle (frozen); skeleton, postcranial; heart, kidney (frozen)",1
"skull; tissue (frozen); heart, kidney (frozen); muscle (frozen); liver (frozen)",1
"skin; heart, kidney (frozen); liver (frozen); skeleton, postcranial; muscle (frozen)",1
"skin, study; skeleton, postcranial; endoparasite (70% ethanol); heart, kidney, liver (frozen); muscle (frozen)",1
liver (frozen); heart (frozen); endoparasite (ethanol); kidney (frozen); ectoparasite (ethanol); skeleton; muscle (frozen),1
tissue (frozen); kidney (frozen); skeleton; muscle (frozen); liver (frozen); heart (frozen),1
"skeleton, postcranial; muscle (frozen); skin, study",1
"skeleton, postcranial; muscle (frozen); kidney (frozen); heart (frozen); liver (frozen)",1
"liver (frozen); heart (frozen); skeleton, postcranial; muscle (frozen); skin, study",1
"skeleton, postcranial; heart, liver (frozen); muscle (frozen); skin, study",1
"skin, study; skeleton; liver (frozen); muscle (frozen); heart (frozen)",1
"liver (frozen); heart, kidney (frozen); skeleton, postcranial; endoparasite (ethanol); muscle (frozen); skin, study",1
"stomach content (ethanol); skin, study",1
"liver (frozen); heart, kidney (frozen); muscle (frozen); ectoparasite (frozen); skeleton",1
"skin, study; skeleton; heart (frozen); endoparasite (ethanol); liver (frozen); muscle (frozen); kidney (frozen)",1
liver (frozen); skeleton; feather; wing; kidney (frozen); muscle (frozen),1
"skeleton; wing (dry); feather; heart, kidney (frozen); muscle (frozen); liver (frozen)",1
"tissue (frozen); skin, study; liver (frozen); muscle (frozen); heart, kidney (frozen)",1
"carcass; skin, study",1
"muscle (frozen); skeleton; liver (frozen); skin, study; heart, kidney (frozen)",1
"liver (frozen); kidney (frozen); ectoparasite (frozen); heart, kidney (frozen)",1
"skeleton; feather; heart, kidney (frozen); muscle (frozen); liver (frozen)",1
"skin, study; muscle (frozen); heart, kidney (frozen); liver (frozen); skeleton",1
"skeleton, postcranial; wing, spread (dry)",1
R METACARPAL & OTHER BONE FRAG IN MATRIX,1
R HUMERUS DISTAL HALF,1
"11 POSTCRANIAL ELEMENTS, PLUS EGG SHELL FRAGS",1
2 HUMERUS; 2 CARPOMETACARPUS; 2 TIBIOTARSUS; 2 ULNA; 1 CORACOID,1
APPROX 275 ELEMENTS; WING & LEG BONES PREDOMINATE,1
Wing only,1
Skin + Wing + Skeleton,1
Nest and 1 Egg,1
1 pedal phalanx only,1
paleo: 1 lot of 7 unidentified fragments,1
paleo: lg. fragment in matrix,1
paleo: corocoid fragment,1
paleo: 14 bone fragments,1
paleo: 121 bone fragments,1
pedal phalanx fragment,1
10 bone fragments,1
4 proximal phalanx major digit,1
paleo: piece of matrix with bone fragments,1
study skin + skeleton,1
misc: rhamphotheca only,1
alc stomach only,1
paleo: 31 manual phalanges,1
paleo: 115+/- ribs,1
paleo: 4 cranial fragments,1
paleo: 191 bone fragments,1
paleo: 22 feathers,1
paleo: 62 bone fragments,1
flat skin + alc stomach contents,1
skin + skel + flat wing,1
paleo: 1 bone frag. embeded in matrix,1
paleo: 1 costal rib frag.,1
paleo: 6 bone frags.,1
paleo: carpometacarpus frag.,1
paleo: 2 vertebrae frags.,1
study skin only,1
paleo: 90+/- miscellaneous bones,1
skin + alc crop & contents,1
skin + 3 feathers,1
flat skin + alc stomach,1
1 egg + 2 egg fragments,1
part skel (skull + 6 vertebrae),1
paleo: 1 pterygoid,1
paleo:  coracoid,1
SKULL | Cast,1
L ARTICULAR; SCLEROTIC BONE,1
4 TARSOMETATARSUS; 2 CARPOMETACARPUS,1
23 POSTCRANIAL ELEMENTS,1
PROXIMAL HUMERUS,1
Legs,1
"Tibio-tarsus (left, proximal end)",1
Skull + wing (right) + pelvis etc.,1
"Casts of femur (right, incomplete)",1
skeleton; remiges,1
--/skel(1981 0211),1
-/Skel,1
"Skel, stomach contents [saved as?] USNMFS 35207, Y",1
"Flat_skin, skin salted in field, Y; Skel, skin salted in field, Y",1
"Feather, Y; Tissue, Y; Wings_tail, Y",1
"Eggset, N; Nest, Y; Skin, N",1
"Flat_skin, pelt degreased and pinned out, Y; Skel, , Y",1
"Flat_skin, gizzard saved; pelt scraped, degreased, Y; Skel, gizzard saved; pelt scraped, degreased, Y",1
"Skin, mallophaga collected; gizzard saved; degreased and made up from salted skin, Y",1
"Flat_skin, pelt cleaned and degreased, Y; Skel, pelt cleaned and degreased, Y",1
"Skin, 22 Dec 1961 , Y",1
"Skin, 26 Dec 1961, Y",1
"Syrinx, Y; Tissue, Y; Feather, Y; Flat_skin, Y; Skel, Y",1
"Skin, 7 March '52, Y",1
"Skin, 8 Aug. 1952, Y",1
"Skin, 8 Dec 1955, Y",1
"Skin, made up 11/19/1954, Y",1
"Syrinx, Y; Tissue, Y; Skin, Y; Wings_tail, Y",1
"Image, Y; Skin, Y; Genbank, Y; Feather, Y",1
"Skel, prep. 11 June 1971, Y",1
"Skin, 26 Feb 1952, Y",1
"Skin, stomach contents [saved as?] USNMFS 35162, Y",1
"Tissue, Y; Wings_tail, Y; Skel, Y; Syrinx, Y",1
"Eggset, Y; Skin, Y; Nest, N",1
"Wings_tail, Y; Skel, Exch",1
"Tissue, Y; Flat_skin, Y; Skel, Y; Wings_tail, Y",1
"Skin, Skinned and sexed by L Wing, Y",1
"Skin,  5 Jun 1952, Y",1
"Skin, relaxed, stuffed, Y",1
"Skin, Washed in Ivory flakes and Stodsol 4 Feb 1952. Relaxed and remade 27 Feb 1952, Y",1
"Skin, & Stodsol, Y",1
"Skin, Remade from mounted bird by N. L. Ford, Y",1
"Skel, some [beetles from stomach] saved, Y",1
"Skin, wings removed, body washed, wings replaced, skin made up, Y",1
"Skin, Uncottoned, Y",1
"Skin, mounted, Y",1
"Tissue, U; Skin, Y; Genbank, Y; Genbank, Y; Genbank, Y",1
"Skin, Y; Sound, U",1
"Eggset, Y; Skel, Y; Flat_skin, Y; Feather, N",1
"Skel, On loan",1
"Skin, cestodes and nematodes [saved?  measured?], Y",1
"Tissue, Y; Skel, Y; Genbank, Y; Genbank, Y; Genbank, Y; Genbank, Y",1
"Fluid, Y; Wings_tail, Y",1
"Skin, Y; Skel, Y; Eggset, Y",1
"Skin, 12 March '52, Y",1
"Skin, 25 April 1952, Y",1
"Feather, U; Syrinx, Y; Skin, Y; Skel, Y",1
"Wings_tail, Y; Skel, Y; Tissue, U",1
"Tissue, Y; Fluid, Y; Wings_tail, Y",1
"Tissue, Y; Fluid, U",1
"Skin, prep by D. A. Lancaster, Y",1
"Syrinx, Y; Skin, Y; Skel partial, Y; Tissue, Y",1
"Syrinx, Y; Skel, Y; Fluid, Y; Tissue, Y",1
"Eggset, Y; Nest, Y; Tissue, Y",1
"Skin, Y; Tissue, Y; Eggset, Y",1
"Skin, Y; Tissue, Y; Syrinx, Y; Skel partial, Y",1
"Skin, sk and sex, Y; Feather, N",1
"Skin, Skin saved, washed to remove bird lime used in catching the bird., Y; Skel, Y",1
"Skin, Sept. 1955, Y",1
"Skin, 16 May 1956, Y",1
"Skel, N; Tissue, Y; Syrinx, Y",1
"Tissue, Y; Skin, Y; Syrinx, Y; Fluid, Y; Skel, Y",1
"Skel, prep by F.B. Gill, Y",1
"Skin, Y; Eggset, N",1
"Tissue, Y; Skel, Exch; Flat_skin, Y",1
"Fluid, Y; Tissue, Y; Syrinx, Y",1
"Tissue, U; Skel, Y; Skin, Y",1
"Tissue, Y; Feather, Y; Skin, Y",1
"Skel, , Y",1
"Skin, degreased in Stodsol, Y",1
"Skin, Washed in Dreft & soaked in Stodsol Oct. 1976, Y",1
"Skin, Y; Tissue, U; Skel, Y; Wings_tail, Y; Fluid, U",1
"cua, plomes (sec)",1
cos sense pell (sec),1
muntatge (sec),1
"tissue (frozen); stomach content (ethanol); tongue (ethanol); skin, study; syrinx (ethanol)",1
tissue (frozen); skeleton; wing; testis (70% ethanol),1
tissue (RNAlater); tissue (RNAlater); blood (slide smear); skeleton; tissue (RNAlater),1
tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (RNAlater),1
tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (RNAlater); blood (slide smear),1
blood (Queen Lysis buffer); tissue (frozen); tissue (RNAlater); blood (slide smear); tissue (RNAlater); ectoparasite (70% ethanol),1
"tissue (frozen); tissue (frozen); skin, study; wing, spread (dry)",1
"tissue (frozen); tongue (70% ethanol); syrinx (70% ethanol); skin, study; ovary (70% ethanol)",1
"tissue (frozen); unknown (70% ethanol); syrinx (70% ethanol); skin, study",1
"tissue (frozen); skeleton; eye (ethanol); stomach content (ethanol); skin, body",1
"skin, study; skeleton; skeleton sample",1
tissue (frozen); tissue (frozen); skeleton; stomach content (ethanol),1
skeleton; tail,1
"blood (slide smear); tissue (RNAlater); skin, study; tissue (RNAlater); tissue (RNAlater); blood (RNAlater); tissue (RNAlater); tissue (RNAlater)",1
blood (slide smear); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (RNAlater); tissue (RNAlater),1
tissue (RNAlater); blood (slide smear); tissue (RNAlater); blood (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),1
syrinx (70% ethanol); stomach content (70% ethanol); crop (70% ethanol),1
blood (Queen Lysis buffer); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); tissue (RNAlater),1
"whole organism (ethanol); skin, study; skeleton",1
"mandible, upper",1
"tissue (frozen); tissue (frozen); ovary (70% ethanol); skin, study",1
"feather (slide); skin, flat",1
"tissue (frozen); tissue (frozen); blood (frozen); tissue (DMSO/EDTA buffer); skin, study",1
"tissue (RNAlater); tissue (RNAlater); tissue (RNAlater); blood (slide smear); tissue (RNAlater); blood (RNAlater); skin, study",1
"tissue (RNAlater); skin, study; tissue (RNAlater); blood (slide smear); blood (RNAlater); tissue (RNAlater); tissue (RNAlater)",1
skin (dry); spread wing (dry); partial skeleton (dry); tissue (frozen: vapor phase nitrogen),1
tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); spread wing (dry); tissue (frozen),1
skin; (piece of wing & bill only,1
Skin (Mummy; put in skin collection) (Mummy; put in skin collection),1
"Tissue, Heart, liver, muscle, Skeleton, Skin, Heart, liver, muscle",1
"Skeleton, Skin, Tissue, Heart, liver, muscle, Skin, Tissue, Heart, liver, muscle",1
Skeleton (Skull only) (Skull only) (Skull only),1
"Skeleton (Partial skeleton), Skin (Partial skeleton), Tissue, Skin, Tissue (Partial skeleton)",1
"Skeleton (Partial skeleton), Skin, Skin, Tissue (Partial skeleton) (Partial skeleton), Tissue",1
"Skeleton, Tissue, Heart, liver, muscle",1
"Skin (Flat skin) (Flat skin), Tissue, Skeleton",1
"Tissue, Heart, liver, muscle, Skin (Schmoo), Skeleton, Heart, liver, muscle, Skin (Schmoo), Skeleton, Heart, liver, muscle",1
"Tissue, Stomach & contents, other, Stomach & contents, other, Stomach & contents, other, Skeleton, Skeleton",1
coracoid; vertebra,1
humerus; phalanx,1
humerus; bill,1
scapula; phalanx,1
carpometacarpus; metacarpal,1
phalanx; humerus; tibiotarsus,1
skull and lower jaw,1
SKELETON(NO SKULL),1
DIST. ULNA,1
associated postcrania,1
"SCAPULA,PHALANX",1
partial dentary,1
Skin - 1; Nest - 1; Eggs - 1; Tissue - 100,1
Alcoholic - 1; Nest - 1; Tissue - 100,1
Tissue - 100; Wingspread - 1; Skeleton - 1,1
ULNAE FRAGS,1
"DIST HUMERUS,R+L TARSOMETATARSUS,ULNA,DIST RADIUS",1
METATARSAL,1
MID ULNA FRAG,1
"R CORACOID,PROX FEMUR,R+L TARSOMETATARSUS,CARPOMETACARPUS",1
"CARPAL PHALANGES,DIST HUMERUS",1
"L CORACOID,DIST HUMERUS,L TARSOMETATARSUS",1
"ULNA,TARSOMETATARSUS,R PELVIS,CARPOMETACARPUS,COROCOID,STERNUM,FEMUR",1
"TIBIOTARSUS,CORACOID",1
"MANDIBLE,CARPOMETACARPUS",1
"MAXILLA,HUMERUS,CORACOID,TIBIOTARSUS,TARSOMETATARSUS,CARPOMETACARPUS,ULNA,JUGAL",1
"HUMERUS,DENTARY",1
"TARSOMETATARSUS,RADIUS,DENTARY FRAG",1
"PELVIS,TIBIOTARSUS,FURCULA,CORACOID,TARSOMETATARSUS,CARPOMETACARPUS,RIB,PHALANX 1",1
BILL,1
Scapholunar,1
"partial TMT, humerus frag, femur frag",1
DIST TARSUS,1
TIBIOTARSUS FRAGTACARPAL 4,1
R Humerus shaft,1
"DIST TIBIOTARSUS,DIST METATARSUS,PHALANGES",1
UNGUAL PHALANX+PHALANX FRAG,1
R. Femur,1
l cuneiform,1
UNGUAL PHALANX ?,1
L DIST ULNA,1
DIGIT 4 PHALANX,1
R PHALANX 2 OF DIGIT 2,1
SYNSACRAL NEURAL CANAL,1
R SCAPULACORACOID,1
R PHALANX 3 OF DIGIT 2,1
JUV L PHALANX 1 OF DIGIT 2,1
"PHALANX 2,DIGIT 3",1
TROCHLEAE 3+4 OF TARSOMETATARSUS,1
"ULNA,CARPOMETACARPUS",1
coracoid (in two pieces,1
distal half of r femur,1
L PHALANX 3 DIGIT 1,1
L PHALANX 3 DIGIT 3,1
"METAPODIAL,UNGUAL",1
COROCOID,1
AXIS,1
carpometacarpus frag?,1
tarsometatarsus frag ?,1
phalanges frags,1
POST INCOMPL SKELETON,1
R+L humerus,1
"Prox.ulna, right",1
"Proximal tibiotarsus, left",1
VERTEBRA FRAGS,1
"coracoid, humerus, carpometacarpus",1
distal tibiotarsus+tarsometatarsus frags,1
long bone frag,1
"CLAW, PROBABLY RAPTOR",1
L JAW RAMUS,1
LIMB & FOOT BONES,1
2 QUADRATES; 19 POSTCRANIAL ELEMENTS,1
FEATHER & INSECT WING,1
mounted skull,1
mounted.,1
Study Skinws,1
dried with skeleton,1
W. F. Palsson,1
L. U. Kleine 58,1
G. W. Shugart 2049,1
B. K. Schmidt 2852,1
R. S. Singh BO16,1
F.H. Armstrong 1578,1
R. D. Droker 158,1
R. S. Singh BT92,1
R. H. Fallog,1
R. S. Singh AZ40,1
Rand & Archbold,1
R. S. Singh BE06,1
W. C. Thetje,1
R. D. Droker 303,1
M. L. Killpack 100,1
M. L. Killpack 143,1
W. W. Benson 69,1
G. W. Shugart 1828,1
R. D. Droker 1101,1
G. W. Shugart 1701,1
G. W. Shugart 1725,1
G. W. Shugart 1692,1
C. E. Craighead 755,1
C. E. Craighead 662,1
T. C. Meitzen,1
B. K. Schmidt 025,1
R. D. Droker 142,1
R. D. Droker 180,1
R. D. Droker 171,1
G. W. Shugart 3218,1
No Eggs,1
G. W. Shugart 2957,1
G. W. Shugart 1891,1
R. D. Droker 1021,1
R. D. Droker 1298,1
E. A. Cardiff 1722,1
J. D. Rising 3315,1
M. C. Thompson 2130,1
D. Hemphill 469,1
H. Hebard 0018,1
G. W. Shugart 3857,1
L. U. Kleine 53,1
G. W. Shugart 3789,1
G. W. Shugart 3796,1
G. W. Shugart 3787,1
G. W. Shugart 3566,1
G. W. Shugart 3459,1
G. W. Shugart 3491,1
C. E. Craighead 689,1
G. W. Shugart 3720,1
C. E. Craighead 682,1
G. W. Shugart 3738,1
G. W. Shugart 3735,1
C. E. Craighead 399,1
G. W. Shugart 3722,1
G. W. Shugart 3745,1
G. W. Shugart 3413,1
G. W. Shugart 3537,1
G. W. Shugart 3463,1
