verbatimLifeStage	standardLifeStage	standard	checked
Fresh, Slight Trace Of Blood		0	0
fresh, slight, 2 oozing shell		0	0
fresh, slight, red streak		0	0
fresh, slightly advanced		0	0
fresh, slightly incubated		0	0
Fresh, slightly to heavily inc.		0	0
Fresh, Small Embryo		0	0
fresh, small embryos		0	0
fresh, some started		0	0
fresh, stale, slight		0	0
Fresh, Started		0	0
Fresh, started in 1 cowbird		0	0
fresh, started, bloody		0	0
fresh, trace		0	0
fresh, trace in 1		0	0
fresh, trace in 2		0	0
Fresh, Trace In One		0	0
Fresh, Trace Of Blood In Two		0	0
fresh, unincubated		0	0
fresh, very slight		0	0
fresh, well began		0	0
fresh, white		0	0
fresh, yellowless		0	0
fresh,bloody,small embryo		0	0
fresh,showing blood		0	0
fresh.		0	0
fresh.  One Molothrus egg also f		0	0
fresh.  Set incomplete		0	0
fresh. 1 rotten		0	0
Fresh. 1 showing signs of addlin		0	0
Fresh. 1 showing signs of addling		0	0
fresh. 1/2 inc. B.T.		0	0
fresh. 2 badly broken		0	0
Fresh. 2 broken		0	0
Fresh. 2 eggs got broken.		0	0
fresh. 4th day no egg was laid s		0	0
fresh. 4th day no egg was laid so conclude set ful		0	0
Fresh. Abandoned		0	0
fresh. Additional information on		0	0
fresh. bird sitting		0	0
Fresh. Building 2 weeks ago		0	0
fresh. Comm. Probably deserted		0	0
fresh. Deserted		0	0
Fresh. Found 2 weeks earlier w/ 		0	0
Fresh. Found 2 weeks earlier w/ no eggs.		0	0
Fresh. Had yolk. Very undersized		0	0
Fresh. Marked 2/4		0	0
fresh. Nearly.		0	0
Fresh. Nest Almost Done 5/8/02		0	0
Fresh. No yolk. Runt		0	0
fresh. Prob. Commenced		0	0
Fresh. Probanly just laid.		0	0
fresh/begun		0	0
fresh/infertile (no dev) to mode		0	0
fresh/infertile to advanced		0	0
fresh/infertile to moderate		0	0
fresh/infertile, trace		0	0
fresh/moderate-dead/infertile		0	0
fresh/showing blood		0	0
Fresh/slight		0	0
Fresh: 2,3; Trace of blood: 1,4,		0	0
Fresh: 2,3; Trace of blood: 1,4,5,6		0	0
fresh: 3		0	0
fresh: 4		0	0
fresh: appeared stale when blowi		0	0
fresh: appeared stale when blowing		0	0
fresh: deserted nest		0	0
Fresh: Eggs 4,5,6; Trace of Bloo		0	0
Fresh: Eggs 4,5,6; Trace of Blood: Eggs 1,3,7,8; S		0	0
Fresh: Eggs 7,8; Trace of Blood:		0	0
Fresh: Eggs 7,8; Trace of Blood: Eggs 2,3,4,9; Sma		0	0
Fresh: there might have been ano		0	0
fresh: yolks red like blackbirds		0	0
fresh: yolks red like blackbirds'		0	0
Fresh:2		0	0
fresh:3		0	0
fresh:4		0	0
Fresh:5		0	0
fresh:6		0	0
Fresh; 1 addled		0	0
fresh; 1 broken		0	0
Fresh; 1 egg broken		0	0
Fresh; 1 infertile		0	0
fresh; 1 started		0	0
Fresh; 1432 slight		0	0
Fresh; 1447 very slight		0	0
fresh; 1st egg 4/26		0	0
Fresh; 2 Begun		0	0
fresh; 2 one-third		0	0
fresh; 2 started		0	0
fresh; 3 birds just hatched, in 		0	0
fresh; 3 birds just hatched, in nest		0	0
Fresh; 3 eggs on 3rd May		0	0
fresh; 4 started		0	0
fresh; 5		0	0
fresh; 5 bobwhite eggs commenced		0	0
Fresh; addled and deserted		0	0
Fresh; bird sitting 1 day		0	0
Fresh; bloody trace in 1		0	0
fresh; Cardinal eggs slight		0	0
Fresh; contained 3 eggs on 28 Ma		0	0
Fresh; contained 3 eggs on 28 May		0	0
Fresh; depredated		0	0
Fresh; eggs red phase		0	0
fresh; empty March 26		0	0
fresh; female on nest		0	0
Fresh; four badly incubated		0	0
fresh; held one egg 18 Jun		0	0
fresh; incubation started		0	0
Fresh; Infertile		0	0
Fresh; nest deserted		0	0
Fresh; one begun		0	0
Fresh; One Punctured And Rotten		0	0
fresh; set incomplete		0	0
Fresh; showing blood		0	0
fresh; showing blood; small embr		0	0
fresh; slight trace		0	0
fresh; slight trace of blood		0	0
fresh; small embryos		0	0
Fresh; Started In 3		0	0
fresh; started in one		0	0
fresh; strong lemon-colored yolk		0	0
fresh; strong lemon-colored yolks		0	0
fresh; trace blood		0	0
fresh; trace in 1		0	0
Fresh; trace in two		0	0
Fresh; trace inc.		0	0
fresh; trace of blood in 2		0	0
fresh; very small embryos		0	0
fresh;4		0	0
fresh;5		0	0
Fresh;Small Embryos		0	0
fresh;small embryos;large embryo		0	0
fresh;small embryos;large embryos;infertile		0	0
Fresh?		0	0
fresh?  Commenced?		0	0
fresh?  Infertile?		0	0
Fresh? Badly addled, very putrid		0	0
Fresh? Badly addled, very putrid.		0	0
fresh? Commenced?		0	0
fresh? Lumpy yolk		0	0
fresh?- no yolk		0	0
Fresh? None		0	0
fresh?-(0) none?=a-ripe, fluid. 		0	0
fresh?-(0) none?=a-ripe, fluid. C-fragment,cracked		0	0
Fresh]		0	0
fresh_? commenced?		0	0
fresh} infertile		0	0
fresh=a,b / c=small development		0	0
Fresh>trace Of Blood		0	0
Fresh>very Small Embryo		0	0
Fresh-1 day		0	0
fresh-3days		0	0
fresh58		0	0
fresh-addled		0	0
fresh--addled		0	0
fresh-appreciable		0	0
Fresh-begun		0	0
Fresh-commenced		0	0
Fresh-cracked.		0	0
fresh--dehydrated		0	0
fresh-deserted		0	0
Fresh-deserted May 24		0	0
fresh-female finished laying		0	0
Fresh-inc. just starting		0	0
fresh-incomplete		0	0
fresh-infertile? To advanced		0	0
Freshly addled		0	0
Freshly laid		0	0
fresh-medium yellow yolks		0	0
fresh-no yolk		0	0
fresh--one started		0	0
fresh--orange colored yolks		0	0
Fresh-probably commenced		0	0
Fresh-runt no yolk		0	0
Fresh-set probably incomplete		0	0
Fresh-single egg found 5-26, sec		0	0
Fresh-single egg found 5-26, second laid 5-29		0	0
Fresh-Slight		0	0
fresh-started		0	0
fresh-trace		0	0
fresh-very slight		0	0
fresh--yolkless		0	0
Fresj		0	0
friska		0	0
froglet		0	0
from 1/2 to 3/4		0	0
From 1/3 to about 1/2		0	0
From 1994 breeding. 2 samples.		0	0
From 2 To 6 Days		0	0
from 3 or 4 to about 7 days		0	0
from 3 or 4 to about 7 days (nea		0	0
From 6 to 8 days		0	0
From 79 eyrie which fledged youn		0	0
From 79 eyrie which fledged young		0	0
from about 3 to 5 days		0	0
From about 8-10 year old female		0	0
From advanced to fresh		0	0
From advanced to perfectly fresh		0	0
From almost fresh to 1/2 incubat		0	0
From beginning to small embryos		0	0
From birds		0	0
From duckling that perished duri		0	0
From eyrie fledging at least 3 y		0	0
From eyrie fledging at least 3 young		0	0
From eyrie fledging young		0	0
From eyrie which fledged 2 young		0	0
from flush to very slight		0	0
From fresh to 1/2		0	0
From fresh to 1/4 incubated		0	0
From fresh to 1/5		0	0
From fresh to 2/3 advanced		0	0
From fresh to 5 days		0	0
From fresh to 5 days incubated		0	0
from fresh to about one half		0	0
from fresh to feathers in one		0	0
From fresh to half hatched		0	0
from fresh to incubated		0	0
From fresh to partly incubated		0	0
From fresh to two thirds		0	0
From fresh to very near hatching		0	0
From fresh to well advanced		0	0
From fresh to well began		0	0
From Fresh To Well Begun		0	0
from one-third to one-half		0	0
From Oviduct		0	0
From site which hatched 1 and fl		0	0
From site which hatched 1 and fledged none.		0	0
From slight to feathered		0	0
from slight to nearly half		0	0
From slight to well begun		0	0
From slight to well-formed bony 		0	0
From slight to well-formed bony embryos.		0	0
From the wild- Dam SB #192, Sire		0	0
From the wild- Dam SB #192, Sire SB #21		0	0
From unpaired female		0	0
frozen and broken		0	0
frsh		0	0
Frsh, Sm & Very Sm Emb,sm Trace 		0	0
Frsh, Sm & Very Sm Emb,sm Trace Bld		0	0
fuc		0	0
fuc?		0	0
fui		0	0
fui/fuc		0	0
fui-di		0	0
full		0	0
full age		0	0
full brood patch, adult		0	0
Full But Rotten, 1 Egg + 1 Chick		0	0
full embryo		0	0
full feathered embryos		0	0
full feathers		0	0
full grown		0	0
full grown adults		0	0
Full grown embryo, #1ready to ha		0	0
Full grown embryo, #1ready to hatch, #2 embryo ali		0	0
full grown embryos		0	0
full set		0	0
Full term- see card		0	0
Full term, site failed just prio		0	0
Full term, site failed just prior to expected hatc		0	0
Fully		0	0
fully 1/2		0	0
fully 1/3		0	0
fully 1/3 complete		0	0
Fully 1/3 completed		0	0
fully 1/4		0	0
fully developed		0	0
Fully developed embryo		0	0
fully developed embryo &  cracke		0	0
fully developed embryo &  cracked egg		0	0
Fully develped embryos		0	0
Fully feathered embryos		0	0
fully formed		0	0
fully formed embryo		0	0
Fully half		0	0
fully inc.		0	0
Fully Incubated, Embryo Dead		0	0
Fully one half		0	0
Fully one-half		0	0
Fully ossified skull		0	0
Fully Two-thirds		0	0
fully, 1 infertile		0	0
FY		0	0
g	adult	0	1
G. advanced	adult	0	1
gF	adult	0	1
gF(3)	adult	0	1
gF(4)	adult	0	1
gF(5)	adult	0	1
gF(6)	adult	0	1
gF(7)	adult	0	1
gF(8)	adult	0	1
gF(9)	adult	0	1
GONADS		0	0
good		0	0
good embryos		0	0
good sized embryos		0	0
good-sized embryos		0	0
gosling		0	0
Graded- Fresh to very badly		0	0
Graduated: slight to 5 days		0	0
grais (fertilized)		0	0
gravid		0	0
Gravid female		0	0
greatly advanced		0	0
Grow rings on bones indicate 5 y		0	0
growing		0	0
H	unknown	0	1
H (eggs hatching)		0	0
H-10		0	0
hacked, 97-SC15-ES-1		0	0
HACTHED 10 AUGUST 2005 AT MMZ		0	0
HACTHED CA. 1984; WILD BORN (AFR		0	0
HACTHED SAN DEIGO ZOO ON 17 NOV 		0	0
Had 2, 6/3		0	0
had 3 eggs on 15 Apr but abandon		0	0
had been hardset, but become rot		0	0
had began and progressed 2 or 3 		0	0
had began and progressed 2 or 3 days		0	0
Had Begun In Some Eggs		0	0
had just begun		0	0
had just fledged		0	0
had just started		0	0
had prgressed 4 to 6 days		0	0
had started		0	0
Had started but were addled		0	0
Had Three Young		0	0
hairy		0	0
Hairy embroys		0	0
Hale		0	0
Hale incubated		0	0
Hale incubated; linfertile		0	0
Half		0	0
Half advanced		0	0
half begun		0	0
half completed		0	0
Half done		0	0
half formed		0	0
half gone		0	0
Half hatched		0	0
Half hatched; host young a few d		0	0
half inc.; 1 addled		0	0
Half incubate		0	0
Half Incubated		0	0
Half incubated and addling		0	0
Half incubated; 1 infertile		0	0
half or more		0	0
half over		0	0
Half set		0	0
Half set (1 bird 2 days old)		0	0
Half set.- collector broke one		0	0
half started		0	0
Half to advanced		0	0
Half to heavy		0	0
half way		0	0
half; 1 rotten		0	0
half; one egg infertile		0	0
Half?		0	0
Half-completed		0	0
halfgrown		0	0
half-grown		0	0
half-grown (3)		0	0
half-grown/young		0	0
Half-hatched		0	0
half-incubated		0	0
Halfway		0	0
har embroys- runt inf.		0	0
Hard		0	0
hard embroys		0	0
hard embryo		0	0
hard embryos		0	0
hard embryos - 3/4		0	0
hard embryos (feathered)		0	0
hard embryos 3/4		0	0
Hard embryos- bones		0	0
hard embryos in all 4 eggs		0	0
hard embryos with bones		0	0
hard embryos, half		0	0
hard embryos, infertile		0	0
Hard embryos-3/4		0	0
Hard embryos-over 1/2 incubated		0	0
hard feathered embryos		0	0
Hard set		0	0
Hard set - one addled		0	0
Hard Set (10 days)		0	0
hard set.		0	0
Hard, bloody embryos, uneven		0	0
hard, feathered chicks		0	0
Hard, feathered embryos		0	0
Hard, feathered embryos.		0	0
Hard-boned embryos		0	0
hardening embryo		0	0
hardening embryos		0	0
hardly		0	0
Hardly a trace		0	0
hardly any		0	0
Hardly Begun		0	0
hardly fresh		0	0
Hardly incubated		0	0
hardly noticable		0	0
Hardly perceptible		0	0
Hardset		0	0
HATCH DATE MARCH 2002		0	0
hatch year	juvenile	0	1
Hatched		0	0
HATCHED  14 JULY 2009		0	0
Hatched 1		0	0
Hatched 1. Small embryo		0	0
HATCHED 10 AUGUST 1977 AT MIAMI 		0	0
HATCHED 11 JULY 1994 (SAN ANTONI		0	0
HATCHED 12 AUGUST 2007		0	0
HATCHED 12 JULY 2003 AT DINSEY A		0	0
HATCHED 12 MAY 2004		0	0
HATCHED 12 SEPTEMBER 1987		0	0
HATCHED 13 APRIL 2001 (SAN ANTON		0	0
HATCHED 14 JUNE 1990		0	0
HATCHED 14 MARCH 2000; PARENTS C		0	0
HATCHED 15 MAY 1998 IN WOODLAND 		0	0
HATCHED 18 OCT 2001 AT WOODLAND 		0	0
HATCHED 19 SEPTEMBER 2008		0	0
HATCHED 1981; PARENTS WILD-CAUGH		0	0
HATCHED 1984		0	0
HATCHED 1988		0	0
HATCHED 1993 OR BEFORE		0	0
Hatched 2		0	0
HATCHED 2 JULY 2004		0	0
Hatched 2. Dead		0	0
Hatched 2. Inf/very early death		0	0
HATCHED 20 APRIL 2005		0	0
HATCHED 20 JUNE 2002 AT SAN DIEG		0	0
HATCHED 20 MARCH 1987		0	0
HATCHED 2006;		0	0
HATCHED 22 APRIL 2002 (SAN DIEGO		0	0
HATCHED 23 MAY 2008		0	0
HATCHED 24 FEB 1991 (HOUSTON ZOO		0	0
HATCHED 25 JULY 2004		0	0
HATCHED 25 MAY 1996		0	0
HATCHED 26 JUN 2001		0	0
Hatched 29 Apr in wild,producing		0	0
Hatched 29 Apr in wild,producing two males and one		0	0
Hatched 3		0	0
Hatched 3 June in wild producing		0	0
Hatched 3 June in wild producing one male and two 		0	0
HATCHED 3 MAY 1998 AT MEMPHIS ZO		0	0
Hatched 3. Early death		0	0
Hatched 3. Fragments + 1 addled 		0	0
Hatched 3. Fragments + 1 addled egg		0	0
Hatched 4		0	0
HATCHED 4 FEB 2004; BOUGHT 11 MA		0	0
HATCHED 4 JUN 2000 (SAN DIEGO ZO		0	0
HATCHED 4 MARCH 2000 AT MIAMI ME		0	0
Hatched 4 young & fledged 3		0	0
HATCHED 6 JUNE 2000 AT PHOENIX Z		0	0
HATCHED 8 JUNE 1999; BURSA 4 X 4		0	0
Hatched And Addled		0	0
Hatched and crushed		0	0
Hatched at PWRC		0	0
Hatched At Santa Cruz Predatory 		0	0
Hatched At Santa Cruz Predatory Brg		0	0
HATCHED CA 1981 IN PARAGUAY; BOU		0	0
HATCHED CA 1999		0	0
hatched chick		0	0
hatched egg		0	0
hatched eggs		0	0
Hatched eggs.		0	0
Hatched eggshell from one egg an		0	0
Hatched eggshell from one egg and broken eggshell 		0	0
Hatched eggshells		0	0
Hatched fragments		0	0
hatched fragments?		0	0
HATCHED IN 1999		0	0
hatched in an incubator		0	0
hatched in captivity		0	0
Hatched in incubator.		0	0
Hatched in lab		0	0
Hatched in lab.		0	0
Hatched in May 1991		0	0
Hatched in nest		0	0
Hatched in nest.		0	0
Hatched in nest; nest fledgled o		0	0
Hatched in nest; nest fledgled one female.		0	0
Hatched in Phoenix Zoo		0	0
hatched in wild		0	0
Hatched in wild (?)		0	0
Hatched in wild (3 eggs)		0	0
Hatched in wild (Produced two yo		0	0
Hatched in wild (Produced two young).		0	0
Hatched in wild and produced 3 y		0	0
Hatched in wild and produced 3 young.		0	0
Hatched in wild producing one ma		0	0
Hatched in wild producing one male and two female 		0	0
Hatched in wild producing three 		0	0
Hatched in wild producing three young.		0	0
Hatched in wild, nest produced t		0	0
Hatched in wild, nest produced two female fledglin		0	0
Hatched in wild, producing 2 you		0	0
Hatched in wild, producing 2 young.		0	0
Hatched in wild, producing 3 you		0	0
Hatched in wild, producing 3 young.		0	0
Hatched in wild, producing two y		0	0
Hatched in wild, producing two young.		0	0
Hatched in wild.		0	0
Hatched in wild. One eya survive		0	0
Hatched in wild. One eya survived to fledge.		0	0
Hatched in wild.; whole egg addl		0	0
Hatched in wild.; whole egg addled.		0	0
Hatched in wild;  One eyas fledg		0	0
Hatched in wild;  One eyas fledged.		0	0
Hatched in wild;  Two eyases fle		0	0
Hatched in wild;  Two eyases fledged.		0	0
Hatched in wild; At least three 		0	0
Hatched in wild; At least three eyases fledged.		0	0
Hatched in wild; at least two yo		0	0
Hatched in wild; at least two young fledgled.		0	0
Hatched in Wild; Four eggs hatch		0	0
Hatched in Wild; Four eggs hatched and fledged.		0	0
Hatched in wild; Four young hatc		0	0
Hatched in wild; Four young hatched and fledged.		0	0
Hatched in wild; nest produced 3		0	0
Hatched in wild; nest produced 3 fledglings.		0	0
Hatched in wild; nest produced o		0	0
Hatched in wild; nest produced one male and two fe		0	0
Hatched in wild; One egg addled;		0	0
Hatched in wild; One egg addled; Three eyases fled		0	0
Hatched in wild; One eyas fledge		0	0
Hatched in wild; One eyas fledged.		0	0
Hatched in wild; Three eyases fl		0	0
Hatched in wild; Three eyases fledged.		0	0
Hatched in wild; Two eyases fled		0	0
Hatched in wild; Two eyases fledged.		0	0
Hatched in wild; two females and		0	0
Hatched in wild; two females and one male fledged.		0	0
Hatched in wild; two males fledg		0	0
Hatched in wild; two males fledged.		0	0
Hatched in Wild;Three eggs hatch		0	0
Hatched in Wild;Three eggs hatched and fledged.		0	0
Hatched in Wild;Three eggs in cl		0	0
Hatched in Wild;Three eggs in clutch.  One egg hat		0	0
Hatched in wild;Two eyases fledg		0	0
Hatched in wild;Two eyases fledged.		0	0
HATCHED JULY 1999 (16 MO. OLD)		0	0
HATCHED MAY 1986		0	0
hatched on June 9		0	0
Hatched one		0	0
Hatched Or Died		0	0
Hatched shell		0	0
Hatched shells		0	0
Hatched successfully		0	0
Hatched under artificial incubat		0	0
Hatched under artificial incubation.		0	0
Hatched, chick died		0	0
Hatched.		0	0
Hatched/broken		0	0
hatched; 1 dried carcass of nest		0	0
Hatched?		0	0
Hatched--chicks 5 weeks old		0	0
Hatched--died before fledging		0	0
hatched-W		0	0
Hatching		0	0
hatching egg	hatching egg	0	1
Hatching- first nesting record f		0	0
Hatching- first nesting record for Phila		0	0
Hatching Point		0	0
Hatching Year		0	0
Hatching, 1 egg		0	0
Hatching, One Egg Already Chippe		0	0
Hatching, One Egg Already Chipped &		0	0
hatching, pipped		0	0
Hatchling		0	0
hatchling(newborn)		0	0
Hatchling, Liver tissue taken		0	0
HATCHLING; BURSA 4 X 5 MM; SKULL		0	0
hatchlings		0	0
HATCHLINGS AND EGGSHELLS		0	0
Hatcling		0	0
Heavely incubated		0	0
heavily		0	0
heavily advanced		0	0
heavily blotched		0	0
heavily feathered young		0	0
heavily incubated		0	0
heavily incubated(cracked and re		0	0
heavily incubated(cracked and repaired)		0	0
Heavy		0	0
heavy - 10 to 12 days		0	0
Heavy (1/2)		0	0
heavy (about 10 days)		0	0
Heavy (badly)		0	0
Heavy embryo		0	0
heavy embryos		0	0
Heavy Incubated		0	0
Heavy set		0	0
Heavy, 3/4 incubation		0	0
Heavy, bird formed		0	0
Heavy, cleaned by ants.		0	0
Heavy, large embryos		0	0
Heavy, near hatching		0	0
Heavy.		0	0
heavy. One of smaller eggs infer		0	0
Heavy; eggs very well incubated;		0	0
Heavy; eggs very well incubated; one infertile.		0	0
heavy-almost 8 days		0	0
Heavyt		0	0
Held 2 June 9		0	0
held 3 - May 13		0	0
held 3 eggs 11 Jun		0	0
held 3 eggs June 19		0	0
Held 3 eggs May 20.		0	0
held 3 eggs May 22		0	0
Held 3 July 17		0	0
held 3 June 3		0	0
held 3 may 10- fresh		0	0
held 3 May 1st		0	0
held 3 May 26.		0	0
held 3 on April 29		0	0
held 3 on June 11		0	0
Held 3 on June 4 (see card)		0	0
held 3 on May 16		0	0
Held 4 May 29		0	0
held 4 yesterday		0	0
held 5 eggs 3 days ago		0	0
held 5 on May 20		0	0
held 6 eggs yesterday		0	0
held four June 12 - fresh.		0	0
Held one egg 6 days ago		0	0
held same number 2 days ago		0	0
held same number June 23		0	0
held three for two days		0	0
Helf four May 28		0	0
hembra	unknown	0	1
hembra 2 pares ma	adult	0	1
hembra A	adult	0	1
hembra ad	adult	0	1
hembra ad in	adult	0	1
hembra ad ma	adult	0	1
hembra ad NI	adult	0	1
hembra AI	adult	0	1
hembra am	adult	0	1
hembra gestal	adult	0	1
hembra inm	adult	0	1
hembra J	juvenile	0	1
hembra juv	juvenile	0	1
hembra lac	adult	0	1
hembra lactando	adult	0	1
hembra ma	adult	0	1
hembra mamas	adult	0	1
hembra no lac	adult	0	1
hembra preg 2-2 emb 15mm	adult	0	1
hembra SA	subadult	0	1
hemipenes		0	0
HEN PLUMAGE; BURSA NOT FOUND (DA		0	0
hermaphrodidic		0	1
HI		0	0
high		0	0
high degree		0	0
Highly		0	0
highly advanced		0	0
highly advanced; 1 infert.		0	0
highly incubated		0	0
Highly Incubated; 1 Infertile		0	0
HIT WINDOW, FOUND DEAD		0	0
HOLOTYPE		0	0
hor		0	0
hornot		0	0
host + 1 c.b. slightly incubated		0	0
host 2 days, cowbird fresh		0	0
host 25%		0	0
host about 1/2 incubated; cowbir		0	0
host begun, cowbird farther adva		0	0
host broken (split) egg, cowbird		0	0
host commenced, cowbird advanced		0	0
