"verbatimReproductiveCondition","standardReproductiveCondition","uri","checked","opinionBy","opinionDate"
"HOW SEXED: GONADS. OVARY- 7 X 5 MM",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, 3 EGGS 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, EGGS 1 MM DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGE OVUM 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST EGG 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST EGG 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST EGG 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST EGGS .5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST EGGS 1 MM, DUCT SWOLLEN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST EGGS 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST EGGS 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST OVA 0.5 X 0.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST OVA 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST OVA 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST OVUM 1 MM DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST OVUM 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST OVUM 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, LARGEST YOLK 3 MM, DUCT SWOLLEN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, OVA TO 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, OVA TO 1.5 MM, OVIDUCT DISTENDED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM, OVA TO 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 6 MM, EGGS UP TO 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 6 MM, LARGE OVUM 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 6 MM, LARGEST EGG 2 MM DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 6 MM, LARGEST EGGS 2.5 MM, LOWER DUCT SWOLLEN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 6 MM, LARGEST OVUM 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 6 MM, ONE LARGE OVUM (BAD).",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 7 MM, LARGEST OVUM 2 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 7 MM, OVA TO 3.5 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7 X 7 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 12 MM, SEVERAL BLACK OVA.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 3.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 4 MM, OVA TO 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 4.5 MM, LARGEST EGG 1.0 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 4.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 5 MM, LARGEST EGG 2 MM DIAMETER, OVIDUCT SWOLLEN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 5.5 MM, LARGEST OVA 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.5 X 5.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.8 X 4.6 MM, OVIDUCT WITH 0,33 G.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7.8 X 4.6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 7X5X5MM. LARGEST EGG: 1.5MM DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 MM, ONE OVUM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 10 MM, LARGEST OVA 1.5 X 2 MM, 1 RUPTURED FOLLICLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 10 MM, OVA TO 1.5 X 2 MM, 1 RUPTURED FOLLICLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 11 MM, OVA TO 2.5 MM, DUCT ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 12 MM, OVA 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 2 MM, LARGEST OVULE CIRCA 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 2 MM, OVA < 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 2.5 MM, 2 OVA 2.5 X 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 3 MM, EGGS VISIBLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 3 MM, LARGEST EGG 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 3 MM, LARGEST OVA 0.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 3 MM, LARGEST OVA 1.5 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 3 MM, OVA TO 1.5 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 3.5 MM, DUCT DIAM 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 3.5 MM, EGGS VISIBLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 3.5 MM, GRANULAR.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 3.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, (DIAGRAM).",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, 2 OVA 1.5 X 1.5 MM, 1 RUPTURED FOLLICLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, 2 OVA 1.5 X 1.5 MM, RUPTURED FOLLICLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, EGGS ~ 0.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, GRANULAR.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, IMMATURE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST EGG 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST EGG CIRCA 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST OVA 0.4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST OVA 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST OVA 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST OVULE 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST OVUM 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST OVUM 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, LARGEST OVUM 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, OVA TO 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, OVIDUCT DISTENDED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM, QUITE BLUE FOR FEMALE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4 X 2 GROUP OVULES, LARGEST 3 DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4.5 MM, EGGS VISIBLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4.5 MM, OVA TO 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 4.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, 6 OVA TO 1.5 X 1 MM, LARGE DUCT 4 MM WIDE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, GRANULAR.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGE OVUM 2 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST EGGS 1.5 MM, DUCT SWOLLEN, 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST OVA 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST OVA 1.5",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST OVA 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST OVA 2 MM, BROOD PATCH WELL DEVELOPED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST OVA 2 MM, DUCT CIRCA 1.5 MM DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST OVUM < 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST OVUM 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST OVUM 2 MM, OVIDUCT SWOLLEN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST OVUM 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, LARGEST OVUM LESS THAN 1 X 1",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, L-SHAPED (PICTURED).",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, NO LARGE EGGS.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, OVA < 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, OVA DEVELOPING.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM, OVA TO 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, (DAMAGED), EGGS 1 MM DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, EGGS VISIBLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST EGG 0.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST EGG 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST EGG 3 MM, OVIDUCT SWOLLEN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST EGGS 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST OVA 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST OVA 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST OVA 2 MM, OVIDUCT SWOLLEN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST OVUM 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST OVUM 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, LARGEST OVUM 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, OVA TO 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, OVA TO 2 MM, OVIDUCT ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, OVA TO 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM, OVA VERY SMALL.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 7 MM, LARGEST EGG 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 7 MM, LARGEST OVUM 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 7 MM, LARGEST OVUM 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 7 MM, LARGEST OVUM 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 7 MM, OVA TO 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8 X 8 MM, SMALL, OVA TO 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.2 X 5.3 MM, 2 LARGE OVA 2.3, 2.1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.2 X 5.3 MM, EGGS 2.1, 2.3, 2.3, 2.1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.4 X 6.3 MM, DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.5 MM, EGGS < 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.5 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.5 X 3.5 MM, OVA < 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.5 X 3.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.5 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.5 X 4.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.5 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 8.5 X 5.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 MM, LARGEST OVA 2 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 MM, OVA TO 2 X 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 10 MM, DRAWN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 10 MM, LARGEST YOLK 3 X 4 MM, LARGE OVIDUCT.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 10 MM, OVA TO 3 X 4 MM, OVIDUCT LARGE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 3 MM, LARGEST OVUM 2 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 3.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, (INSIDE DECOMPOSED)",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, EGGS VISIBLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, GRANULAR.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, LARGEST OVA 2 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, LARGEST OVUM 0.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, LARGEST OVUM 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, LARGEST OVUM 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, LARGEST OVUM 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, LARGEST OVUM 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, LARGEST OVUM DIAMETER 1.3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, MANY EGGS VISIBLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, MANY OVA CIRCA 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, NO ENLARGED OVA.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, OVA TO 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, OVA TO 2 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM, OVA TO 4 X 5 MM, 1 RUPTURED FOLLICLE.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4.5 MM, GRANULAR. MANY SMALL OVA.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 4.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST EGG 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST EGG 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST EGG ABOUT 1 MM DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST OVA 1.5 MM, OVIDUCT ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST OVULE LESS THAN 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST OVUM 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST OVUM 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST OVUM 1.5 MM, OVIDUCT ENLARGED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST OVUM 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST OVUM 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, LARGEST OVUM 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, NO LARGE OVA.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, OVA TO 1 X 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM, SEVERAL OVA 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 5.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, EGGS UP TO 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, GRANULAR.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGE OVA 2 DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST EGG 2 M",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST EGG 2 MM",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST EGG 5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST EGGS 3 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST OVA 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST OVA 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST OVUM 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST OVUM 1.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST OVUM 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, LARGEST OVUM 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, OVA CIRCA 1 MM DIAMETER.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, OVA TO 2 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, OVA TO 2.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM, RAISED, GRANULAR.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 6.5 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 7 MM, FOLLICLES < 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 7 MM, GRANULAR THROUGHOUT.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 7 MM, GRANULAR, DECOMPOSED.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 7 MM, LARGEST EGG 1 MM, OVIDUCT SWOLLEN.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 7 MM, LARGEST EGG 1 MM.",,,0,"John Wieczorek","2017-08-25"
"HOW SEXED: GONADS. OVARY 9 X 7 MM, LARGEST EGG 3 MM.",,,0,"John Wieczorek","2017-08-25"
