"u_datumstr","epsg"
"WGS7333",4326
"WGS7334",4326
"WGS7335",4326
"WGS7336",4326
"WGS7337",4326
"WGS7338",4326
"WGS7339",4326
"WGS734",4326
"WGS7340",4326
"WGS7341",4326
"WGS7342",4326
"WGS7343",4326
"WGS7344",4326
"WGS7345",4326
"WGS7346",4326
"WGS7347",4326
"WGS7348",4326
"WGS7349",4326
"WGS735",4326
"WGS7350",4326
"WGS7351",4326
"WGS7352",4326
"WGS7353",4326
"WGS7354",4326
"WGS7355",4326
"WGS7356",4326
"WGS7357",4326
"WGS7358",4326
"WGS7359",4326
"WGS736",4326
"WGS7360",4326
"WGS7361",4326
"WGS7362",4326
"WGS7363",4326
"WGS7364",4326
"WGS7365",4326
"WGS7366",4326
"WGS7367",4326
"WGS7368",4326
"WGS7369",4326
"WGS737",4326
"WGS7370",4326
"WGS7371",4326
"WGS7372",4326
"WGS7373",4326
"WGS7374",4326
"WGS7375",4326
"WGS7376",4326
"WGS7377",4326
"WGS7378",4326
"WGS7379",4326
"WGS738",4326
"WGS7380",4326
"WGS7381",4326
"WGS7382",4326
"WGS7383",4326
"WGS7384",4326
"WGS7385",4326
"WGS7386",4326
"WGS7387",4326
"WGS7388",4326
"WGS7389",4326
"WGS739",4326
"WGS7390",4326
"WGS7391",4326
"WGS7392",4326
"WGS7393",4326
"WGS7394",4326
"WGS7395",4326
"WGS7396",4326
"WGS7397",4326
"WGS7398",4326
"WGS7399",4326
"WGS74",
"WGS740",4326
"WGS7400",4326
"WGS7401",4326
"WGS7402",4326
"WGS7403",4326
"WGS7404",4326
"WGS7405",4326
"WGS7406",4326
"WGS7407",4326
"WGS7408",4326
"WGS7409",4326
"WGS741",4326
"WGS7410",4326
"WGS7411",4326
"WGS7412",4326
"WGS7413",4326
"WGS7414",4326
"WGS7415",4326
"WGS7416",4326
"WGS7417",4326
"WGS7418",4326
"WGS7419",4326
"WGS742",4326
"WGS7420",4326
"WGS7421",4326
"WGS7422",4326
"WGS7423",4326
"WGS7424",4326
"WGS7425",4326
"WGS7426",4326
"WGS7427",4326
"WGS7428",4326
"WGS7429",4326
"WGS743",4326
"WGS7430",4326
"WGS7431",4326
"WGS7432",4326
"WGS7433",4326
"WGS7434",4326
"WGS7435",4326
"WGS7436",4326
"WGS7437",4326
"WGS7438",4326
"WGS7439",4326
"WGS744",4326
"WGS7440",4326
"WGS7441",4326
"WGS7442",4326
"WGS7443",4326
"WGS7444",4326
"WGS7445",4326
"WGS7446",4326
"WGS7447",4326
"WGS7448",4326
"WGS7449",4326
"WGS745",4326
"WGS7450",4326
"WGS7451",4326
"WGS7452",4326
"WGS7453",4326
"WGS7454",4326
"WGS7455",4326
"WGS7456",4326
"WGS7457",4326
"WGS7458",4326
"WGS7459",4326
"WGS746",4326
"WGS7460",4326
"WGS7461",4326
"WGS7462",4326
"WGS7463",4326
"WGS7464",4326
"WGS7465",4326
"WGS7466",4326
"WGS7467",4326
"WGS7468",4326
"WGS7469",4326
"WGS747",4326
"WGS7470",4326
"WGS7471",4326
"WGS7472",4326
"WGS7473",4326
"WGS7474",4326
"WGS7475",4326
"WGS7476",4326
"WGS7477",4326
"WGS7478",4326
"WGS7479",4326
"WGS748",4326
"WGS7480",4326
"WGS7481",4326
"WGS7482",4326
"WGS7483",4326
"WGS7484",4326
"WGS7485",4326
"WGS7486",4326
"WGS7487",4326
"WGS7488",4326
"WGS7489",4326
"WGS749",4326
"WGS7490",4326
"WGS7491",4326
"WGS7492",4326
"WGS7493",4326
"WGS7494",4326
"WGS7495",4326
"WGS7496",4326
"WGS7497",4326
"WGS7498",4326
"WGS7499",4326
"WGS75",4326
"WGS750",4326
"WGS7500",4326
"WGS7501",4326
"WGS7502",4326
"WGS7503",4326
"WGS7504",4326
"WGS7505",4326
"WGS7506",4326
"WGS7507",4326
"WGS7508",4326
"WGS7509",4326
"WGS751",4326
"WGS7510",4326
"WGS7511",4326
"WGS7512",4326
"WGS7513",4326
"WGS7514",4326
"WGS7515",4326
"WGS7516",4326
"WGS7517",4326
"WGS7518",4326
"WGS7519",4326
"WGS752",4326
"WGS7520",4326
"WGS7521",4326
"WGS7522",4326
"WGS7523",4326
"WGS7524",4326
"WGS7525",4326
"WGS7526",4326
"WGS7527",4326
"WGS7528",4326
"WGS7529",4326
"WGS753",4326
"WGS7530",4326
"WGS7531",4326
"WGS7532",4326
"WGS7533",4326
"WGS7534",4326
"WGS7535",4326
"WGS7536",4326
"WGS7537",4326
"WGS7538",4326
"WGS7539",4326
"WGS754",4326
"WGS7540",4326
"WGS7541",4326
"WGS7542",4326
"WGS7543",4326
"WGS7544",4326
"WGS7545",4326
"WGS7546",4326
"WGS7547",4326
"WGS7548",4326
"WGS7549",4326
"WGS755",4326
"WGS7550",4326
"WGS7551",4326
"WGS7552",4326
"WGS7553",4326
"WGS7554",4326
"WGS7555",4326
"WGS7556",4326
"WGS7557",4326
"WGS7558",4326
"WGS7559",4326
"WGS756",4326
"WGS7560",4326
"WGS7561",4326
"WGS7562",4326
"WGS7563",4326
"WGS7564",4326
"WGS7565",4326
"WGS7566",4326
"WGS7567",4326
"WGS7568",4326
"WGS7569",4326
"WGS757",4326
"WGS7570",4326
"WGS7571",4326
"WGS7572",4326
"WGS7573",4326
"WGS7574",4326
"WGS7575",4326
"WGS7576",4326
"WGS7577",4326
"WGS7578",4326
"WGS7579",4326
"WGS758",4326
"WGS7580",4326
"WGS7581",4326
"WGS7582",4326
"WGS7583",4326
"WGS7584",4326
"WGS7585",4326
"WGS7586",4326
"WGS7587",4326
"WGS7588",4326
"WGS7589",4326
"WGS759",4326
"WGS7590",4326
"WGS7591",4326
"WGS7592",4326
"WGS7593",4326
"WGS7594",4326
"WGS7595",4326
"WGS7596",4326
"WGS7597",4326
"WGS7598",4326
"WGS7599",4326
"WGS76",4326
"WGS760",4326
"WGS7600",4326
"WGS7601",4326
"WGS7602",4326
"WGS7603",4326
"WGS7604",4326
"WGS7605",4326
"WGS7606",4326
"WGS7607",4326
"WGS7608",4326
"WGS7609",4326
"WGS761",4326
"WGS7610",4326
"WGS7611",4326
"WGS7612",4326
"WGS7613",4326
"WGS7614",4326
"WGS7615",4326
"WGS7616",4326
"WGS7617",4326
"WGS7618",4326
"WGS7619",4326
"WGS762",4326
"WGS7620",4326
"WGS7621",4326
"WGS7622",4326
"WGS7623",4326
"WGS7624",4326
"WGS7625",4326
"WGS7626",4326
"WGS7627",4326
"WGS7628",4326
"WGS7629",4326
"WGS763",4326
"WGS7630",4326
"WGS7631",4326
"WGS7632",4326
"WGS7633",4326
"WGS7634",4326
"WGS7635",4326
"WGS7636",4326
"WGS7637",4326
"WGS7638",4326
"WGS7639",4326
"WGS764",4326
"WGS7640",4326
"WGS7641",4326
"WGS7642",4326
"WGS7643",4326
"WGS7644",4326
"WGS7645",4326
"WGS7646",4326
"WGS7647",4326
"WGS7648",4326
"WGS7649",4326
"WGS765",4326
"WGS7650",4326
"WGS7651",4326
"WGS7652",4326
"WGS7653",4326
"WGS7654",4326
"WGS7655",4326
"WGS7656",4326
"WGS7657",4326
"WGS7658",4326
"WGS7659",4326
"WGS766",4326
"WGS7660",4326
"WGS7661",4326
"WGS7662",4326
"WGS7663",4326
"WGS7664",4326
"WGS7665",4326
"WGS7666",4326
"WGS7667",4326
"WGS7668",4326
"WGS7669",4326
"WGS767",4326
"WGS7670",4326
"WGS7671",4326
"WGS7672",4326
"WGS7673",4326
"WGS7674",4326
"WGS7675",4326
"WGS7676",4326
"WGS7677",4326
"WGS7678",4326
"WGS7679",4326
"WGS768",4326
"WGS7680",4326
"WGS7681",4326
"WGS7682",4326
"WGS7683",4326
"WGS7684",4326
"WGS7685",4326
"WGS7686",4326
"WGS7687",4326
"WGS7688",4326
"WGS7689",4326
"WGS769",4326
"WGS7690",4326
"WGS7691",4326
"WGS7692",4326
"WGS7693",4326
"WGS7694",4326
"WGS7695",4326
"WGS7696",4326
"WGS7697",4326
"WGS7698",4326
"WGS7699",4326
"WGS77",4326
"WGS770",4326
"WGS7700",4326
"WGS7701",4326
"WGS7702",4326
"WGS7703",4326
"WGS7704",4326
"WGS7705",4326
"WGS7706",4326
"WGS7707",4326
"WGS7708",4326
"WGS7709",4326
"WGS771",4326
"WGS7710",4326
"WGS7711",4326
"WGS7712",4326
"WGS7713",4326
"WGS7714",4326
"WGS7715",4326
"WGS7716",4326
"WGS7717",4326
"WGS7718",4326
"WGS7719",4326
"WGS772",4326
"WGS7720",4326
"WGS7721",4326
"WGS7722",4326
"WGS7723",4326
"WGS7724",4326
"WGS7725",4326
"WGS7726",4326
"WGS7727",4326
"WGS7728",4326
"WGS7729",4326
"WGS773",4326
"WGS7730",4326
"WGS7731",4326
"WGS7732",4326
"WGS7733",4326
"WGS7734",4326
"WGS7735",4326
"WGS7736",4326
"WGS7737",4326
"WGS7738",4326
"WGS7739",4326
"WGS774",4326
"WGS7740",4326
"WGS7741",4326
"WGS7742",4326
"WGS7743",4326
"WGS7744",4326
"WGS7745",4326
"WGS7746",4326
"WGS7747",4326
"WGS7748",4326
"WGS7749",4326
"WGS775",4326
"WGS7750",4326
"WGS7751",4326
"WGS7752",4326
"WGS7753",4326
"WGS7754",4326
"WGS7755",4326
"WGS7756",4326
"WGS7757",4326
"WGS7758",4326
"WGS7759",4326
"WGS776",4326
"WGS7760",4326
"WGS7761",4326
"WGS7762",4326
"WGS7763",4326
"WGS7764",4326
"WGS7765",4326
"WGS7766",4326
"WGS7767",4326
"WGS7768",4326
"WGS7769",4326
"WGS777",4326
"WGS7770",4326
"WGS7771",4326
"WGS7772",4326
"WGS7773",4326
"WGS7774",4326
"WGS7775",4326
"WGS7776",4326
"WGS7777",4326
"WGS7778",4326
"WGS7779",4326
"WGS778",4326
"WGS7780",4326
"WGS7781",4326
"WGS7782",4326
"WGS7783",4326
"WGS7784",4326
"WGS7785",4326
"WGS7786",4326
"WGS7787",4326
"WGS7788",4326
"WGS7789",4326
"WGS779",4326
"WGS7790",4326
"WGS7791",4326
"WGS7792",4326
"WGS7793",4326
"WGS7794",4326
"WGS7795",4326
"WGS7796",4326
"WGS7797",4326
"WGS7798",4326
"WGS7799",4326
"WGS78",4326
"WGS780",4326
"WGS7800",4326
"WGS7801",4326
"WGS7802",4326
"WGS7803",4326
"WGS7804",4326
"WGS7805",4326
"WGS7806",4326
"WGS7807",4326
"WGS7808",4326
"WGS7809",4326
"WGS781",4326
"WGS7810",4326
"WGS7811",4326
"WGS7812",4326
"WGS7813",4326
"WGS7814",4326
"WGS7815",4326
"WGS7816",4326
"WGS7817",4326
"WGS7818",4326
"WGS7819",4326
"WGS782",4326
"WGS7820",4326
"WGS7821",4326
"WGS7822",4326
"WGS7823",4326
"WGS7824",4326
"WGS7825",4326
"WGS7826",4326
"WGS7827",4326
"WGS7828",4326
"WGS7829",4326
"WGS783",4326
"WGS7830",4326
"WGS7831",4326
"WGS7832",4326
"WGS7833",4326
"WGS7834",4326
"WGS7835",4326
"WGS7836",4326
"WGS7837",4326
"WGS7838",4326
"WGS7839",4326
"WGS784",4326
"WGS7840",4326
"WGS7841",4326
"WGS7842",4326
"WGS7843",4326
"WGS7844",4326
"WGS7845",4326
"WGS7846",4326
"WGS7847",4326
"WGS7848",4326
"WGS7849",4326
"WGS785",4326
"WGS7850",4326
"WGS7851",4326
"WGS7852",4326
"WGS7853",4326
"WGS7854",4326
"WGS7855",4326
"WGS7856",4326
"WGS7857",4326
"WGS7858",4326
"WGS7859",4326
"WGS786",4326
"WGS7860",4326
"WGS7861",4326
"WGS7862",4326
"WGS7863",4326
"WGS7864",4326
"WGS7865",4326
"WGS7866",4326
"WGS7867",4326
"WGS7868",4326
"WGS7869",4326
"WGS787",4326
"WGS7870",4326
"WGS7871",4326
"WGS7872",4326
"WGS7873",4326
"WGS7874",4326
"WGS7875",4326
"WGS7876",4326
"WGS7877",4326
"WGS7878",4326
"WGS7879",4326
"WGS788",4326
"WGS7880",4326
"WGS7881",4326
"WGS7882",4326
"WGS7883",4326
"WGS7884",4326
"WGS7885",4326
"WGS7886",4326
"WGS7887",4326
"WGS7888",4326
"WGS7889",4326
"WGS789",4326
"WGS7890",4326
"WGS7891",4326
"WGS7892",4326
"WGS7893",4326
"WGS7894",4326
"WGS7895",4326
"WGS7896",4326
"WGS7897",4326
"WGS7898",4326
"WGS7899",4326
"WGS79",4326
"WGS790",4326
"WGS7900",4326
"WGS7901",4326
"WGS7902",4326
"WGS7903",4326
"WGS7904",4326
"WGS7905",4326
"WGS7906",4326
"WGS7907",4326
"WGS7908",4326
"WGS7909",4326
"WGS791",4326
"WGS7910",4326
"WGS7911",4326
"WGS7912",4326
"WGS7913",4326
"WGS7914",4326
"WGS7915",4326
"WGS7916",4326
"WGS7917",4326
"WGS7918",4326
"WGS7919",4326
"WGS792",4326
"WGS7920",4326
"WGS7921",4326
"WGS7922",4326
"WGS7923",4326
"WGS7924",4326
"WGS7925",4326
"WGS7926",4326
"WGS7927",4326
"WGS7928",4326
"WGS7929",4326
"WGS793",4326
"WGS7930",4326
"WGS7931",4326
"WGS7932",4326
"WGS7933",4326
"WGS7934",4326
"WGS7935",4326
"WGS7936",4326
"WGS7937",4326
"WGS7938",4326
"WGS7939",4326
"WGS794",4326
"WGS7940",4326
"WGS7941",4326
"WGS7942",4326
"WGS7943",4326
"WGS7944",4326
"WGS7945",4326
"WGS7946",4326
"WGS7947",4326
"WGS7948",4326
"WGS7949",4326
"WGS795",4326
"WGS7950",4326
"WGS7951",4326
"WGS7952",4326
"WGS7953",4326
"WGS7954",4326
"WGS7955",4326
"WGS7956",4326
"WGS7957",4326
"WGS7958",4326
"WGS7959",4326
"WGS796",4326
"WGS7960",4326
"WGS7961",4326
"WGS7962",4326
"WGS7963",4326
"WGS7964",4326
"WGS7965",4326
"WGS7966",4326
"WGS7967",4326
"WGS7968",4326
"WGS7969",4326
"WGS797",4326
"WGS7970",4326
"WGS7971",4326
"WGS7972",4326
"WGS7973",4326
"WGS7974",4326
"WGS7975",4326
"WGS7976",4326
"WGS7977",4326
"WGS7978",4326
"WGS7979",4326
"WGS798",4326
"WGS7980",4326
"WGS7981",4326
"WGS7982",4326
"WGS7983",4326
"WGS7984",4326
"WGS7985",4326
"WGS7986",4326
"WGS7987",4326
"WGS7988",4326
"WGS7989",4326
"WGS799",4326
"WGS7990",4326
"WGS7991",4326
"WGS7992",4326
"WGS7993",4326
"WGS7994",4326
"WGS7995",4326
"WGS7996",4326
"WGS7997",4326
"WGS7998",4326
"WGS7999",4326
"WGS8",4326
"WGS80",4326
"WGS800",4326
"WGS8000",4326
"WGS8001",4326
"WGS8002",4326
"WGS8003",4326
"WGS8004",4326
"WGS8005",4326
"WGS8006",4326
"WGS8007",4326
"WGS8008",4326
"WGS8009",4326
"WGS801",4326
"WGS8010",4326
"WGS8011",4326
"WGS8012",4326
"WGS8013",4326
"WGS8014",4326
"WGS8015",4326
"WGS8016",4326
"WGS8017",4326
"WGS8018",4326
"WGS8019",4326
"WGS802",4326
"WGS8020",4326
"WGS8021",4326
"WGS8022",4326
"WGS8023",4326
"WGS8024",4326
"WGS8025",4326
"WGS8026",4326
"WGS8027",4326
"WGS8028",4326
"WGS8029",4326
"WGS803",4326
"WGS8030",4326
"WGS8031",4326
"WGS8032",4326
"WGS8033",4326
"WGS8034",4326
"WGS8035",4326
"WGS8036",4326
"WGS8037",4326
"WGS8038",4326
"WGS8039",4326
"WGS804",4326
"WGS8040",4326
"WGS8041",4326
"WGS8042",4326
"WGS8043",4326
"WGS8044",4326
"WGS8045",4326
"WGS8046",4326
"WGS8047",4326
"WGS8048",4326
"WGS8049",4326
"WGS805",4326
"WGS8050",4326
"WGS8051",4326
"WGS8052",4326
"WGS8053",4326
"WGS8054",4326
"WGS8055",4326
"WGS8056",4326
"WGS8057",4326
"WGS8058",4326
"WGS8059",4326
"WGS806",4326
"WGS8060",4326
"WGS8061",4326
"WGS8062",4326
"WGS8063",4326
"WGS8064",4326
"WGS8065",4326
"WGS8066",4326
"WGS8067",4326
"WGS8068",4326
"WGS8069",4326
"WGS807",4326
"WGS8070",4326
"WGS8071",4326
"WGS8072",4326
"WGS8073",4326
"WGS8074",4326
"WGS8075",4326
"WGS8076",4326
"WGS8077",4326
"WGS8078",4326
"WGS8079",4326
"WGS808",4326
"WGS8080",4326
"WGS8081",4326
"WGS8082",4326
"WGS8083",4326
"WGS8084",4326
"WGS8085",4326
"WGS8086",4326
"WGS8087",4326
"WGS8088",4326
"WGS8089",4326
"WGS809",4326
"WGS8090",4326
"WGS8091",4326
"WGS8092",4326
"WGS8093",4326
"WGS8094",4326
"WGS8095",4326
"WGS8096",4326
"WGS8097",4326
"WGS8098",4326
"WGS8099",4326
"WGS81",4326
"WGS810",4326
"WGS8100",4326
"WGS8101",4326
"WGS8102",4326
"WGS8103",4326
"WGS8104",4326
"WGS8105",4326
"WGS8106",4326
"WGS8107",4326
"WGS8108",4326
"WGS8109",4326
"WGS811",4326
"WGS8110",4326
"WGS8111",4326
"WGS8112",4326
"WGS8113",4326
"WGS8114",4326
"WGS8115",4326
"WGS8116",4326
"WGS8117",4326
"WGS8118",4326
"WGS8119",4326
"WGS812",4326
"WGS8120",4326
"WGS8121",4326
"WGS8122",4326
"WGS8123",4326
"WGS8124",4326
"WGS8125",4326
"WGS8126",4326
"WGS8127",4326
"WGS8128",4326
"WGS8129",4326
"WGS813",4326
"WGS8130",4326
"WGS8131",4326
"WGS8132",4326
"WGS8133",4326
"WGS8134",4326
"WGS8135",4326
"WGS8136",4326
"WGS8137",4326
"WGS8138",4326
"WGS8139",4326
"WGS814",4326
"WGS8140",4326
"WGS8141",4326
"WGS8142",4326
"WGS8143",4326
"WGS8144",4326
"WGS8145",4326
"WGS8146",4326
"WGS8147",4326
"WGS8148",4326
"WGS8149",4326
"WGS815",4326
"WGS8150",4326
"WGS8151",4326
"WGS8152",4326
"WGS8153",4326
"WGS8154",4326
"WGS8155",4326
"WGS8156",4326
"WGS8157",4326
"WGS8158",4326
"WGS8159",4326
"WGS816",4326
"WGS8160",4326
"WGS8161",4326
"WGS8162",4326
"WGS8163",4326
"WGS8164",4326
"WGS8165",4326
"WGS8166",4326
"WGS8167",4326
"WGS8168",4326
"WGS8169",4326
"WGS817",4326
"WGS8170",4326
"WGS8171",4326
"WGS8172",4326
"WGS8173",4326
"WGS8174",4326
"WGS8175",4326
"WGS8176",4326
"WGS8177",4326
"WGS8178",4326
"WGS8179",4326
"WGS818",4326
"WGS8180",4326
"WGS8181",4326
"WGS8182",4326
"WGS8183",4326
"WGS8184",4326
"WGS8185",4326
"WGS8186",4326
"WGS8187",4326
"WGS8188",4326
"WGS8189",4326
"WGS819",4326
"WGS8190",4326
"WGS8191",4326
"WGS8192",4326
"WGS8193",4326
"WGS8194",4326
"WGS8195",4326
"WGS8196",4326
"WGS8197",4326
"WGS8198",4326
"WGS8199",4326
"WGS82",
"WGS820",4326
"WGS8200",4326
"WGS8201",4326
"WGS8202",4326
"WGS8203",4326
"WGS8204",4326
"WGS8205",4326
"WGS8206",4326
"WGS8207",4326
"WGS8208",4326
"WGS8209",4326
"WGS821",4326
"WGS8210",4326
"WGS8211",4326
"WGS8212",4326
"WGS8213",4326
"WGS8214",4326
"WGS8215",4326
"WGS8216",4326
"WGS8217",4326
"WGS8218",4326
"WGS8219",4326
"WGS822",4326
"WGS8220",4326
"WGS8221",4326
"WGS8222",4326
"WGS8223",4326
"WGS8224",4326
"WGS8225",4326
"WGS8226",4326
"WGS8227",4326
"WGS8228",4326
"WGS8229",4326
"WGS823",4326
"WGS8230",4326
"WGS8231",4326
"WGS8232",4326
"WGS8233",4326
"WGS8234",4326
"WGS8235",4326
"WGS8236",4326
"WGS8237",4326
"WGS8238",4326
"WGS8239",4326
"WGS824",4326
"WGS8240",4326
"WGS8241",4326
"WGS8242",4326
"WGS8243",4326
"WGS8244",4326
"WGS8245",4326
"WGS8246",4326
"WGS8247",4326
"WGS8248",4326
"WGS8249",4326
"WGS825",4326
"WGS8250",4326
"WGS8251",4326
"WGS8252",4326
"WGS8253",4326
"WGS8254",4326
"WGS8255",4326
"WGS8256",4326
"WGS8257",4326
"WGS8258",4326
"WGS8259",4326
"WGS826",4326
"WGS8260",4326
"WGS8261",4326
"WGS8262",4326
"WGS8263",4326
"WGS8264",4326
"WGS8265",4326
"WGS8266",4326
"WGS8267",4326
"WGS8268",4326
"WGS8269",4326
"WGS827",4326
"WGS8270",4326
"WGS8271",4326
"WGS8272",4326
"WGS8273",4326
"WGS8274",4326
"WGS8275",4326
"WGS8276",4326
"WGS8277",4326
"WGS8278",4326
"WGS8279",4326
"WGS828",4326
"WGS8280",4326
"WGS8281",4326
"WGS8282",4326
"WGS8283",4326
"WGS8284",4326
"WGS8285",4326
"WGS8286",4326
"WGS8287",4326
"WGS8288",4326
"WGS8289",4326
"WGS829",4326
"WGS8290",4326
"WGS8291",4326
"WGS8292",4326
"WGS8293",4326
"WGS8294",4326
"WGS8295",4326
"WGS8296",4326
"WGS8297",4326
"WGS8298",4326
"WGS8299",4326
"WGS83",4326
"WGS83/NAD83",4326
"WGS83/NAD84",4326
"WGS830",4326
"WGS8300",4326
"WGS8301",4326
"WGS8302",4326
"WGS8303",4326
"WGS8304",4326
"WGS8305",4326
"WGS8306",4326
"WGS8307",4326
"WGS8308",4326
"WGS8309",4326
"WGS831",4326
"WGS8310",4326
"WGS8311",4326
"WGS8312",4326
"WGS8313",4326
"WGS8314",4326
"WGS8315",4326
"WGS8316",4326
"WGS8317",4326
"WGS8318",4326
"WGS8319",4326
"WGS832",4326
"WGS8320",4326
"WGS8321",4326
"WGS8322",4326
"WGS8323",4326
"WGS8324",4326
"WGS8325",4326
"WGS8326",4326
"WGS8327",4326
"WGS8328",4326
"WGS8329",4326
"WGS833",4326
"WGS8330",4326
"WGS8331",4326
"WGS8332",4326
"WGS8333",4326
"WGS8334",4326
"WGS8335",4326
"WGS8336",4326
"WGS8337",4326
"WGS8338",4326
"WGS8339",4326
"WGS834",4326
"WGS8340",4326
"WGS8341",4326
"WGS8342",4326
"WGS8343",4326
"WGS8344",4326
"WGS8345",4326
"WGS8346",4326
"WGS8347",4326
"WGS8348",4326
"WGS8349",4326
"WGS835",4326
"WGS8350",4326
"WGS8351",4326
"WGS8352",4326
"WGS8353",4326
"WGS8354",4326
"WGS8355",4326
"WGS8356",4326
"WGS8357",4326
"WGS8358",4326
"WGS8359",4326
"WGS836",4326
"WGS8360",4326
"WGS8361",4326
"WGS8362",4326
"WGS8363",4326
"WGS8364",4326
"WGS8365",4326
"WGS8366",4326
"WGS8367",4326
"WGS8368",4326
"WGS8369",4326
"WGS837",4326
"WGS8370",4326
"WGS8371",4326
"WGS8372",4326
"WGS8373",4326
"WGS8374",4326
"WGS8375",4326
"WGS8376",4326
"WGS8377",4326
"WGS8378",4326
"WGS8379",4326
"WGS838",4326
"WGS8380",4326
"WGS8381",4326
"WGS8382",4326
"WGS8383",4326
"WGS8384",4326
"WGS8385",4326
"WGS8386",4326
"WGS8387",4326
"WGS8388",4326
"WGS8389",4326
"WGS839",4326
"WGS8390",4326
"WGS8391",4326
"WGS8392",4326
"WGS8393",4326
"WGS8394",4326
"WGS8395",4326
"WGS8396",4326
"WGS8397",4326
"WGS8398",4326
"WGS8399",4326
"WGS84",4326
"WGS84",4326
"WGS-84",4326
"WGS84  (UTM DATUM: N/A)",4326
"WGS84  (UTM DATUM: NAD 27 CONUS)",4326
"WGS84  (UTM DATUM: NAD 27CONUS)",4326
"WGS84  (UTM DATUM: NAD83)",4326
"WGS84 - GPS",4326
"WGS84 (EPSG:4326)",4326
"WGS84 (LL)",4326
"WGS84 (ORIGINALLY NAD83)",4326
"WGS84 (ORIGINALLY UTM)",4326
"WGS84 (TRANSFERRED FROM UTM)",4326
"WGS84 (UTM DATUM: N/A)",4326
"WGS84 (UTM DATUM: NAD 27 CONUS)",4326
"WGS84 (UTM DATUM: NAD83)",4326
"WGS84 / GDA94",4326
"WGS84 DATUM",4326
"WGS84 NAD27",4326
"WGS84 WP",4326
"WGS84 WP 137",4326
"WGS84)",4326
"WGS84, DECIMAL DEGREES",4326
"WGS84, DEGREES",4326
"WGS84, DEGREES, TRANSFORMED BY CIRCÉ",4326
"WGS84, EPSG:4326",4326
"WGS84, GOOGLE EARTH",4326
"WGS84, MAGELLAN EXPLORIST 400",4326
"WGS84, NAD23",4326
"WGS84, TOPOZONE MAPS",4326
"WGS84, UTM",4326
"WGS84, WP114",4326
"WGS84, WP333",4326
"WGS84.",4326
"WGS84. WP96",4326
"WGS84.WP44",4326
"WGS84/DGA94",4326
"WGS84/GDA94",4326
"WGS84/GOOGLE MAPS",4326
"WGS84/GPS94",4326
"WGS84/NAD 83",4326
"WGS84/NAD27",4326
"WGS84/NAD3",4326
"WGS84/NAD8",4326
"WGS84/NAD82",4326
"WGS84/NAD83",4326
"WGS84/NAD84",4326
"WGS84/NAS83",4326
"WGS84/WGS83",4326
"WGS84; ACCURACY IN FT",4326
"WGS84; LONGITUDE ZONE 3",4326
"WGS84_DEC",4326
"WGS84`",4326
"WGS840",4326
"WGS8400",4326
"WGS8401",4326
"WGS8402",4326
"WGS8403",4326
"WGS8404",4326
"WGS8405",4326
"WGS8406",4326
"WGS8407",4326
"WGS8408",4326
"WGS8409",4326
"WGS841",4326
"WGS8410",4326
"WGS8411",4326
"WGS8412",4326
"WGS8413",4326
"WGS8414",4326
"WGS8415",4326
"WGS8416",4326
"WGS8417",4326
"WGS8418",4326
"WGS8419",4326
"WGS842",4326
"WGS8420",4326
"WGS8421",4326
"WGS8422",4326
"WGS8423",4326
"WGS8424",4326
"WGS8425",4326
"WGS8426",4326
"WGS8427",4326
"WGS8428",4326
"WGS8429",4326
"WGS843",4326
"WGS8430",4326
"WGS8431",4326
"WGS8432",4326
"WGS8433",4326
"WGS8434",4326
"WGS8435",4326
"WGS8436",4326
"WGS8437",4326
"WGS8438",4326
"WGS8439",4326
"WGS844",4326
"WGS8440",4326
"WGS8441",4326
"WGS8442",4326
"WGS8443",4326
"WGS8444",4326
"WGS8444.126448",4326
"WGS8445",4326
"WGS8446",4326
"WGS8447",4326
"WGS8448",4326
"WGS8449",4326
"WGS845",4326
"WGS8450",4326
"WGS8451",4326
"WGS8452",4326
"WGS8453",4326
"WGS8454",4326
"WGS8455",4326
"WGS8456",4326
"WGS8457",4326
"WGS8458",4326
"WGS8459",4326
"WGS846",4326
"WGS8460",4326
"WGS8461",4326
"WGS8462",4326
"WGS8463",4326
"WGS8464",4326
"WGS8465",4326
"WGS8466",4326
"WGS8467",4326
"WGS8468",4326
"WGS8469",4326
"WGS847",4326
"WGS8470",4326
"WGS8471",4326
"WGS8472",4326
"WGS8473",4326
"WGS8474",4326
"WGS8475",4326
"WGS8476",4326
"WGS8477",4326
"WGS8478",4326
"WGS8479",4326
"WGS848",4326
"WGS8480",4326
"WGS8481",4326
"WGS8482",4326
"WGS8483",4326
"WGS8484",4326
"WGS8485",4326
"WGS8486",4326
"WGS8487",4326
"WGS8488",4326
"WGS8489",4326
"WGS849",4326
"WGS8490",4326
"WGS8491",4326
"WGS8492",4326
"WGS8493",4326
"WGS8494",4326
"WGS8495",4326
"WGS8496",4326
"WGS8497",4326
"WGS8498",4326
"WGS8499",4326
"WGS84A",4326
"WGS84C",4326
"WGS84-GPS",4326
"WGS84Q",4326
"WGS84WGS84",4326
"WGS84ZL",4326
"WGS85",4326
"WGS850",4326
"WGS8500",4326
"WGS8501",4326
"WGS8502",4326
"WGS8503",4326
"WGS8504",4326
"WGS8505",4326
"WGS8506",4326
"WGS8507",4326
"WGS8508",4326
"WGS8509",4326
"WGS851",4326
"WGS8510",4326
"WGS8511",4326
"WGS8512",4326
